PSA_ID,Domain,English,Kiswahili,Ekegusii,Source,Date,URL,Metadata,Status
PSA000066-BTG,Health,It is important for people with asthma to know how to increase their treatment when their symptoms are worsening to avoid a serious attack.,,Ni muhimu kwa watu wenye ugonjwa wa pumu kujua jinsi ya kuongeza matibabu yao wakati dalili zao zinazidi kuwa mbaya ili kuepuka mshtuko mbaya.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001032-BTG,Health,"However, CoV can inhibit T cell functions by inducing apoptosis of T cells.","Hata hivyo, CoV huweza kuzuia utendakazi wa seli za T kwa kusababisha kuuawa kwa seli za T.","Hata hivyo, CoV inaweza kuzuia kazi za seli za T kwa kusababisha apoptosis ya seli T.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001548-BTG,Health,"Although bats have many features that favours the spreading of viruses, the chance for humans to be in contact with bats and other wildlife species can be minimized if people are educated to stay away from them.","Ingawa popo wana sifa nyingi zinazowezesha kusambaa kwa virusi, nafasi ya binadamu kutangamana na popo na viumbe wengine wa porini inaweza kupunguzwa ikiwa watu wataelimishwa kukaa mbali ya wanyama hao.","Nonya ng'a ebinto biria bigosegeta okobwaterana kw'ebinyinyi biria bikobwaterania ebinyinyi, omoroberio bw'omonto bwokobwatana na ebinto biobinyinyi na ebiombe biria biria biogokonya korwa ase ebinto ebio, nigo bikoremerwa.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002002-BTG,Health,"All features of the novel SARS-CoV-2 virus occur in related coronaviruses in nature.Outside the human body, the virus is killed by household soap, which dissolves its protective envelope.SARS-CoV-2 is closely related to the original SARS-CoV.","Dalili za virusi geni vya SARS-CoV-2 hutokea katika virusi vya korona vinavyohusiana ulimwenguni.Nje ya mwili wa binadamu, virusi hivi huuliwa na sabuni ya matumizi nyumbani, inayovunja ua linalolizingira.SARS-CoV-2 ina uhusiano wa karibu na SARS-CoV ya asili.","Omoroberio bwonsi bwomoroberio omonene o'SARS-CoV-2 nigo obogokire ase omoroberio o'corona omonyene ase endagera.Obwate omonto bwomonto, omoberio oo o'sabuni o'ng'e, ogotumeka omochando oo.Oboroberio bwa SARS-CoV-2, nobogokererekana buya na omobereo o'Sars-CoV.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001418-BTG,Health,"When HCoV-OC43 crossed species to infect humans from domestic livestock around 1890, a pandemic of respiratory infection was recorded.","Wakati virusi vya HCoV-OC43 vilisambaa baina ya wanyama na kuambukiza binadamu vikitoka kwa wanyama karibu mwaka wa1890, janga la maambukizi ya pumu lilishuhudiwa.","Huku virusi vya HCoV-OC43 vilivyopakana na aina ili kuambukiza binadamu kutoka kwa mifugo takribani mwaka wa 1890, janga kubwa la maambukizi ya njia ya kupumua lilirekodiwa.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003866-BTG,Education,Teachers are urged to watch for signs of distress in learners and refer them for guidance and counselling.,Walimu wanahimizwa kuwa makini na ishara za huzuni kwa wanafunzi na kuwaelekeza kwa huduma za mwongozo na ushauri.,Abarimu baborigwe koba maiso igoro yoboremi ase abana baria bakorwa chisukuru na kobanyora goetera oboreri na obokonyi.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003828-BTG,Education,The sub-county education office will register children who missed enrolment during the school holidays.,Ofisi ya elimu ya wilaya ndogo itawaandikisha watoto walioachwa nyuma wakati wa uandikishaji.,Ekeombe keria ekenene getenenerete chisukuru nkiagesa abana baria batanyare gosoa chisukuru chingaki chiesukuru.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000850-BTG,Health,i'll send you an image,nitakutumia taswira,nitakutumia picha,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002584-BTG,Health,"The importance of hand washing for human health – particularly for people in vulnerable circumstances like mothers who had just given birth or wounded soldiers in hospitals – was first recognized in the mid 19th century by two pioneers of hand hygiene: the Hungarian physician Ignaz Semmelweis who worked in Vienna, Austria and Florence Nightingale, the English ""founder of modern nursing"".","Umuhimu wa kuosha mikono kwa afya ya binadamu - hasa kwa watu katika hali ya hatari kama vile kina mama ambao wamejifungua au askari waliopata majeraha katika hospitali - uligunduliwa kwanza katikati mwa karne ya 19 na watangulizi wawili wa usafi wa mikono: daktari kutoka Hungary kwa jina Ignaz Semmelweis amabye alifanya kazi Vienna, Australia na Florence Nightingale, Mwiingereza ""mwanzilishi wa uuguzi wa kisasa"".","Obomanyi bwokorokia amaoko ase oborwaria bwabanto, na mono ase abanto baria bakoremerwa buna abakungu babwatete gose abasikari babwatirwe ase chinyomba chiria chiokoremerwa, nabwo bakomanyigwa gochia igoro yomotienyi 19 ase abarai babere ba oboremi bwamaoko: omoganga Ignaz Semmelweis o'Hungary, ogokora ase Vienna, Austria na Florence Nightingale, omonyene o'England, ""omonyene omonene bw'obobwenia",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002945-BTG,Health,Testing for the virus usually consists of a swab inserted through the nose or a throat swab which is analysed in a laboratory for the virus.,Upimaji wa virusi kwa kawaida unajumuisha pamba inayoingizwa puani au koo ambayo inachambuliwa katika maabara ili kuchunguza virusi.,Okororia omoroberio bwokoruta oborwaire bwogotumia ekero gose ekero ekero okoruta ekero korwa ekero goikerania oboremi bwogokonya oborwaria bwomoroberio.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003245-BTG,Health,"Repurposed antiviral drugs make up most of the Chinese research, with 9 Phase III trials on remdesivir across several countries due to report by the end of April.","Dawa za kukinga virusi zilizotumika vingine zinajumuisha utafiti zaidi huko Uchina, na majaribio ya Awamu ya III ya remdesiviri katika nchi kadhaa kwa sababu ya ripoti kabla ya mwisho wa Aprili.","Amang'ana agotumia amariogo yobochori bw'ebinto biria bigosegeta oborwaria bwa chinese, buna ebirengererio 9 biogotumia emerdesivir goetera ebinyoro bionsi bigokorwa nyuma yechitariki 4 chiomotienyi.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001337-BTG,Health,It is also of particularly great interest to see whether SARS-CoV-2 might exhibit seasonality as in the cases of community-acquired HCoVs.,Pia ni jambo la kuvutia kuona iwapo virusi vya SARS-CoV-2 vinaweza kutokea kwa misimu kama ilivyo katika visa vya HCoV vinavyosambazwa kijamii.,Na pia ni muhimu kuona iwapo SARS-CoV-2 inaweza kuonyesha hali ya msimu kama ilivyo katika visa vya virusi vya HCoV vilivyopatikana katika jamii.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003403-BTG,Health,"The vaccine candidate is in laboratory research, with human testing planned for July or August 2020.","Mtahiniwa wa chanjo ako katika utafiti wa maabara, na mpango wa kupima mwanadamu umepangwa mwezi wa Julai au Agosti 2020.","Ekero ekero ekerasi ekoremerwa nigo ekorigereria ekero kiaborabori, na okoremerigwa kwa abanto goikeranirwe omotienyi omotambe gose omotieny 2020.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000808-BTG,Health,because this is flu season,kwa sababu huu ni msimu wa homa ya mafua,kwa sababu huu ni msimu wa homa ya mafua,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002919-BTG,Health,(See updates from the WHO.),(Angalia taarifa kutoka WHO.),(Tazama taarifa za WHO.),Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003297-BTG,Health,"One study of lopinavir/ritonavir (Kaletra), a combination of the antivirals lopinavir and ritonavir, concluded that ""no benefit was observed"".","Utafiti mmoja wa lopinavir/ritonavir (Kaletra), mchanganyiko wa kinga virusi vya lopinavir na ritonavir, ulihitimisha kuwa ""hakuna faida ulioonekana"".","Eserikari emeremo yokorwania lopinavir/ritonavir (Kaletra), omoroberio bw'ebinto biria bigosegeta oborwaria bwokorwania oborwari bw'oborwari na ritonavir, yarureirie ng'a ""ntibikorerete buya"".",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000247-BTG,Health,"As the international authority on public health and water quality, WHO leads global efforts to prevent water-related disease, advising governments on the development of health-based targets and regulations.",,"Korwa ekeombe keria ekenene getenerete oborwaria bwebinyoro na oboremi bwamache, OMS nigo ekorenta oboronge bweserikari korenda oborwari obuya na amache, na goikerania obokoreri igoro yoboremi igoro yobochenu.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003072-BTG,Health,mandatory registration using an online or paper form,usajili wa lazima kwa kutumia fomu ya mtandaoni au ya karatasi,usajili wa lazima kwa kutumia fomu ya mtandaoni au karatasi,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000646-BTG,Agriculture,Harvest starts 7-8 weeks after sowing in early cultivars.,,Ogochwa nigo gochakera ebike 7 - 8 nyuma yobochwa ase chindagera chiokwegendereria.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001152-BTG,Health,"COVID-19 mainly happened at the age of 30-65 with 47.7% of those patients being over 50 in a study of 8,866 cases as described above.","COVID-19 kimsingi ilitokea sana kwa watu walio na umri wa 30-65 huku 47.7% ya wagonjwa hao wakiwa na zaidi ya 50 katika uchunguzi wa visa 8,866 kama ilivyofafanuliwa hapa juu.","COVID-19 hasa ilitokea katika umri wa miaka 30-65 na 47.7% ya wagonjwa hao walikuwa zaidi ya 50 katika utafiti wa visa 8,866 kama ilivyoelezwa hapo juu.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001137-BTG,Health,"The psychological support should include the establishment of multidisciplinary mental health teams, clear communications with regular and accurate updates about the SARS-CoV-2 outbreak and treatment plans and the use of professional electronic devices and applications to avoid close contact with each other.","Msaada wa kisaikolojia unapaswa kujumuishwa katika kuundwa kwa timu za tasnia mbalimbali za afya ya kiakili, mawasiliano wazi na taarifa za mara kwa mara ambazo ni sahihi kuhusu mkurupuko wa SARS-CoV-2 na mipango ya matibabu na matumizi ya vifaa vya kielektroniki vya kitaaluma na programu za kuepuka kugusana na wengine.","Obokongoria bw'obongo bwebwendagera bwogokonya ebinyoro bioborwaria bwobongo, ogokwanerana kwabanto baria babwenerete korwa emeremo ya SARS-CoV-2 na gosegeta emeremo yoborwaria, na gosumia ebinto bia ebinto biria bikorwania emeremo yobochenu ase obokoreri bwebinyoro erio gotanga goikerana nabo.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002124-BTG,Health,"On 24 March 2020, Chinese Premier Li Keqiang reported that the spread of domestically transmitted cases has been basically blocked and the outbreak has been controlled in China.","Mnamo 24 Machi 2020, Waziri Mkuu wa Uchina Li Keqiang aliripoti kuwa kuenea kwa usambazaji nchini ilikuwa imekatizwa kimsingi na mkurupuko ilikuwa imedhibitiwa Uchina.","Tarehe 24 Machi 2020, Waziri Mkuu wa Uchina Li Keqiang aliripoti kuwa usambazaji wa visa vilivyosambazwa ndani ya nchi umezuiwa na mkurupuko huo umedhibitiwa Uchina.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000063-BTG,Health,People with symptoms of asthma should speak to a health professional.,,Abamenyi baria baranyare ebimanyererio bia asthma goikerania korwa omonyene bwoborwaria.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000208-BTG,Health,Samples taken from people with suspected CCHF should be handled by trained staff working in suitably equipped laboratories.,,Amasampuli agotorwa ase abanto baria bakorwarigwa na CCHF goikeranete korwa abakori emeremo baria bare na chisemi chiokwegendereria.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002353-BTG,Health,"Chinese people as well as other Asians in the United Kingdom and the United States have reported increasing levels of racist abuse, as well as assaults.","Watu wa asili ya China pamoja na Waasia wengine walio nchini Uingereza na Marekani wameripoti viwango vya juu vya dhuluma za kirangi, pamoja na mashambulizi.","Abamenyi ba'Cina amo na abanto bonsi ba'Aasia aaria Ekeombe keria ekenene (United Kingdom) na America (United States) babwatete igoro yobokoreri bwokoruta chipomu, amo na obokoreri.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002302-BTG,Health,One estimate from an expert at Washington University in St. Louis gave a $300+ billion impact on the world's supply chain that could last up to two years.,Makadirio fulani kutoka kwa mtaalamu kutoka Chuo Kikuu cha Washington kule St. Louis yalitoa athari ya zaidi ya dola bilioni $300+ kwenye usambazaji wa bidhaa ulimwenguni ambao ungedumu hadi miaka miwili.,Ekeombe keria ekenene kia Washington University ase St. Louis nkiagateire emeroberio egosaria emirioni 300 na goikerania omoroberio bweserikari ase chingaki chionsi chiria chiogokonya.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002679-BTG,Health,"Formal education — as opposed to informal education or non-formal education — tends to refer to schools, colleges, universities and training institutions.","Elimu rasmi — tofauti na elimu isiyo rasmi — huelekea kurejelea shule, vyuo, vyuo vikuu na taasisi za mafunzo.","Chisemi chiokoruta chisukuru, chikorechi, chinyomba chikwegendereria na chisukuru chiria chiogotanga chisukuru.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001715-BTG,Health,"Direct testing of those who attend surgery remains permitted, but we have also rolled out self-swabbing at home.",Kupimwa moja kwa moja kwa wale wanaoendea huduma ya upasuaji kumeruhusiwa lakini pia tumeanzisha vipimo vya sampuli nyumbani.,"Goikerania abanto baria bakorwe obokoreri goika goikeranwa, korende nabo togotumia oboremi bwogokorwa emeremo gochia ase omoroberio bwokorwa emeremo.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001969-BTG,Health,"The upper estimate of this range is consistent with the results from the first random testing for COVID-19 in Germany, and a statistical study analysing the impact of testing on CFR estimates.","Makadirio ya juu ya asilimia hii inalingana na matokeo kutoka kupimwa kwa nasibu Kwa COVID-19 Ujerumani, na uchunguzi wa takwimu kuchunguza athari ya kupima kwa makadirio ya CFR.","Ogoikerania igoro yobochori obo goikeranie na ebionchorerio biogokorwa COVID-19 ase omoroberio omotambe omonene ase chingaki chiobobwenia (COVID-19) ase Engerikani, na oboronge bw'ebinto biria bigokorwa ase ogokorwa kwa obokonyi ase obokoreri bw'obokonyi (CFR estimates).",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003605-BTG,Health,"As of 4 April 2020, antibody tests (which may detect active infections and whether a person had been infected in the past) were in development, but not yet widely used.","Kuanzia Aprili 2020, vipimo vya kingamwili (ambavyo vinaweza kugundua maambukizo amilifu na ikiwa mtu alikuwa ameambukizwa hapo awali) vilikuwa vinaendelea lakini havijatumika sana.","Kufikia tarehe 4 Aprili 2020, vipimo vya kingamwili (ambayo vinaweza kugundua maambukizi ya kazi na iwapo mtu alikuwa ameambukizwa zamani) vilikuwa vikishughulikiwa, lakini bado havijatumika sana.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000524-BTG,Governance,This shall apply to the extent that the employee had not enjoyed deduction for pension contribution in the respective years of income.,,Aya nigo egokorwa ase omoroberio bwokoruta chibesa chiokoruta chisemi chiobobwenia (pension contribution) ekero omobasiri atabwenerete korwa chisemi chiabo.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002224-BTG,Health,"Interaksyon reported that the Chinese government donated 200,000 masks to the Philippines on 6 February, after Senator Richard Gordon shipped 3.16 million masks to Wuhan.","Interaksyon iliripoti kuwa serikali ya Uchina ilitoa msaada wa barakoa 200,000 kuelekea Ufilipino mnamo 6 Februari, baada ya Seneta Richard Gordon alisafirisha barakoa milioni 3.16 hadi Wuhan.","Interaksyon yarureirie ng'a eserikari ya China yarure amaski 200,000 ase Filipine omotienyi 6 omotieny, nyuma ya omoseneta Richard Gordon korwa amaski emirioni 3.16 ase Wuhan.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001653-BTG,Health,"Swabs are tested at the PHE Respiratory Virus Unit for influenza to monitor positivity rates and circulating strains, as well as for measuring vaccine effectiveness.","Sampuli zinapimwa katika Kitengo cha Virusi vya Pumu PHE kwa ajili homa ya mafua ili kufuatilia viwango vya kuwepo kwa ugonjwa na aina zinazosambaa, pamoja na kupima chanjo kwa ufanisi.","Ebinto biria bikoremerwa ase ekeombe keria ekenene getenenerete oborwaria (PHE Respiratory Virus Unit) ase omoroberio bw'omoroberio (influenza) erio korenda oboremi bw'obobobwenia na oborwari bw'ebinto biranyare, amo na korenga oboremereria bw'ekero.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002485-BTG,Health,"To date, there is no evidence that using recommended antiseptics or disinfectants selects for antibiotic-resistant organisms in nature.","Kufikia leo, hakuna ushahidi kwamba kutumia antiseptiki inayopendekezwa au viuaji vimelea huteua viumbe visivyouawa kwa dawa katika asili.","Kufikia sasa, hakuna ushahidi kwamba kutumia dawa za kuua vimelea au dawa ya kuua viini zinazopendekezwa huchagua kwa ajili ya viumbe vinavyostahimili antibiotics katika asili.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000254-BTG,Health,Governments must reinforce proven prevention measures and prioritize drowning prevention and its integration with other public health agendas.,,Eserekali nigo egokinia emeroberio yoborendi obokoreri na gokinia oborendi bwokwerenda ase okoremerwa na goikerania na ebirengererio biria bigosegeta oborwari bwabanto.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000593-BTG,Agriculture,"Grasses should be pulled up, and replaced by other non-creeping plants, for instance jack beans (Canavalis ensiformis) and Crotalaria spp.",,"Oboremi bwebinyoro buna kobwateka, na kobwaterania ase ebimera ebio bionsi bitari goikera, buna obotambe bwetugo (Canavalis ensiformis) na Crotalaria spp.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003385-BTG,Health,"Of 79 vaccine candidates in active development (confirmed as of early April 2020), 74 were not yet in human evaluation (still in ""preclinical"" research).","Kati ya chanjo 79 zilizoteuliwa zinazofanyiwa maendeleo (zilizothibitishwa mwanzo wa mwezi wa Aprili), chanjo 79 hazikuwa zimetathmniwa kwa mwanadamu (bado katika utafiti ""kabla ya upimaji wa kliniki"").","Kwa kati ya chanjo 79 zilizoteuliwa katika maendeleo ya vitendo (zilizoidhinishwa kuanzia mwanzo wa Aprili 2020), 74 bado hazikuwa katika tathmini ya binadamu (bado katika utafiti wa ""mbele ya kliniki"").",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA001571-BTG,Health,"Public health departments reported cases to CDC using a standardized case report form that captures information (yes, no, or unknown) on the following conditions and potential risk factors: chronic lung disease (inclusive of asthma, chronic obstructive pulmonary disease [COPD], and emphysema); diabetes mellitus; cardiovascular disease; chronic renal disease; chronic liver disease; immunocompromised condition; neurologic disorder, neurodevelopmental, or intellectual disability; pregnancy; current smoking status; former smoking status; or other chronic disease.","Idara za afya ya umma ziliripoti visa kwa CDC kwa kutumia fomu ya kawaida ya kuripoti visa ambayo ilinakili taarifa (ndiyo, la au haijulikani) kuhusu hali zifuatazo na vigezo vinavyoweza kuwa hatari: ugonjwa sugu wa mapafu (ikiwa ni pamoja na matatizo ya kupumua, ugonjwa sugu wa kufungwa kwa mishipa ya damu [CPD] na kukatika pumu); kisukari; ugonjwa wa moyo; ugonjwa sugu wa njia ya mkojo; ugonjwa sugu wa maini; hali ya kuingiliwa kwa kinga ya mwili; matatizo ya kiakili, ukuaji wa kiakili au ulemavu wa kiakili; ujauzito; hali ya sasa ya kutumia sigara; hali ya zamani ya kutumia sigara au magonjwa mengine sugu.","Ekeombe keria ekenene getenerete oborwaria bwoborwaria bwabanto kiabarure abanto goetera CDC goetera omoroberio bwokoruta amachiko (ee, ee, ao, gose ogotamanyigwa) igoro yoboremi obuya na ebinto biria bigokora emeremo eyio: oborwaire bw'obongo (ogokorwa na asthma, oborwari bw'ebirengererio biobongo, na oboremi bw'ekero); oborema bwa sukari; oborwairi bw'omwoyo; obor",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002479-BTG,Health,"Water alone is an inefficient skin cleanser because fats and proteins, which are components of organic soil, are not readily dissolved in water.","Maji pekee hayana uwezo wa kusafisha ngozi kwa sababu mafuta na protini, ambazo ni vijenzi vya udongo wa kikaboni, haziyeyushwi kwa urahisi katika maji.","Amache yokonyora ebirengererio biobochenu ase okorenta ebinto biogosomia ebirenge, ekiagera ebinto biria bigotumia ebinto ebio ase enchera eyemo, na amariogo ao, ao ao ao, tari goikerania ase amache.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002892-BTG,Health,"Now, please -- wash your hands and don’t touch your face!","Kwa sasa, tafadhali -- nawa mikono yako na usiguse uso wako!","Sasa, tafadhali -osha mikono yako na usiguse uso wako!",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002781-BTG,Health,ORDER OF THE STATE PUBLIC HEALTH OFFICER,,Orodha ya Afisa wa Afya ya Umma wa Jimbo,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000775-BTG,Health,and are you having a fever now?,"na je, una joto jingi mwilini sasa?","na je, una homa sasa?",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003038-BTG,Health,"If you are infected with COVID-19, countries will isolate you until several consecutive tests for COVID-19 are negative.","Ikiwa umeambukizwa COVID-19, nchi zitakutenga hadi vipimo kadhaa mtawalia za COVID-19 ziwe hasi.","Kama umeambukizwa na COVID-19, nchi zitakutenga hadi vipimo kadhaa mfululizo vya COVID-19 viwe hasi.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000232-BTG,Health,"For this reason, if diphtheria is suspected, testing to confirm the disease should be done promptly and treatment should be started as soon as possible.",,"Kwa sababu hii, iwapo ugonjwa wa diphtheria unashukiwa, upimaji wa kuthibitisha ugonjwa huo unapaswa kufanywa haraka na matibabu yanapaswa kuanza haraka iwezekanavyo.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA003173-BTG,Health,"As of 14 April 2020, the app was awaiting approval by the Google Play Store and Apple App Store.","Kutikia tarehe 14 Aprili 2020, programu ilikuwa inasubiri kuidhinishwa na Google Play Store na Appple App Store.","Chitariki 14 chiomotienyi 4 omwaka 2020, omoroberio oo ogotara okoremerwa na Google Play Store na Apple App Store.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000076-BTG,Health,These side effects can affect adherence to treatment and should be monitored and managed.,,Ebirengererio ebi biranyare gokinia oborwaria bwogokonywa na goikeranwa na gosegeta.,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA000815-BTG,Health,but we need to treat every chest pain with the utmost seriousness,lakini tunapaswa kuchukulia kila maumivu ya kifua kwa umakini mkubwa,lakini tunahitaji kutibu kila maumivu ya kifua kwa umakini mkubwa,Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
PSA002150-BTG,Health,"It stated that there is a greater risk of the virus to spread in closed institutions like detention centres, which also lack adequate medical care.","Ilisema kuwa kuna hatari kubwa ya virusi kuenea katika mashirika zilizofungwa kama vituo vya vizuizi, ambayo pia hazikuwa na huduma za afya za kutosha.","Yaasirie ng'a enchera eyemo yobochenu bwokoruta omoroberio o'binyoro ase ebiombe biria bigosegete buna ebiombe biobotuki, ebio bigotara oborwaria obuya.",Back-translation,,,"{""type"": ""backtranslation"", ""model"": ""runs/ft_nllb_guz_all/checkpoint-best"", ""tgt"": ""guz""}",Synthetic
