PSA_ID,Domain,English,Kiswahili,Ekegusii,Source,Date,URL,Metadata,Status,English_norm,Kiswahili_norm,tokens_en,tokens_sw,codeswitch,glossary_terms
PSA002546,Health,"Although age is the strongest known risk factor for dementia, dementia can also affect younger people, and young-onset dementia – in which symptoms begin before the age of 65 – accounts for up to 9% of cases.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Although age is the strongest known risk factor for dementia, dementia can also affect younger people, and young-onset dementia - in which symptoms begin before the age of 65 - accounts for up to 9% of cases.",,34,0,False,
PSA002547,Health,"Evidence suggests that people can reduce the risk of cognitive decline and dementia by adopting healthy behaviours and lifestyles, managing health conditions that are known to increase the risk for dementia, and reducing environmental risk factors.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Evidence suggests that people can reduce the risk of cognitive decline and dementia by adopting healthy behaviours and lifestyles, managing health conditions that are known to increase the risk for dementia, and reducing environmental risk factors.",,36,0,False,
PSA002548,Health,"Dementia risk accumulates across the life course, and some risk factors may have a greater impact at particular stages of life.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Dementia risk accumulates across the life course, and some risk factors may have a greater impact at particular stages of life.",,21,0,False,
PSA002549,Health,"Social factors such as poverty, limited education and unequal access to employment and health care can also influence the risk of dementia.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Social factors such as poverty, limited education and unequal access to employment and health care can also influence the risk of dementia.",,22,0,False,
PSA002550,Health,"Reducing risk therefore requires not only individual action, but also supportive systems and policies that shape people’s everyday lives.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Reducing risk therefore requires not only individual action, but also supportive systems and policies that shape people's everyday lives.",,19,0,False,
PSA002551,Health,"The WHO guidelines on risk reduction of cognitive decline and dementia, second edition, provide comprehensive, practical recommendations to support countries, health systems and communities in integrating dementia risk reduction into policies and programmes.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The WHO guidelines on risk reduction of cognitive decline and dementia, second edition, provide comprehensive, practical recommendations to support countries, health systems and communities in integrating dementia risk reduction into policies and programmes.",,33,0,False,
PSA002552,Health,"Unfortunately, people living with dementia are frequently denied the basic rights and freedoms available to others.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Unfortunately, people living with dementia are frequently denied the basic rights and freedoms available to others.",,16,0,False,
PSA002553,Health,"In many countries, physical and chemical restraints are used extensively in care homes for older people and in acute-care settings, even when regulations are in place to uphold the rights of people to freedom and choice.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"In many countries, physical and chemical restraints are used extensively in care homes for older people and in acute-care settings, even when regulations are in place to uphold the rights of people to freedom and choice.",,37,0,False,
PSA002554,Health,An appropriate and supportive legislative environment based on internationally accepted human rights standards is required to ensure the highest quality of care for people with dementia and their carers.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,An appropriate and supportive legislative environment based on internationally accepted human rights standards is required to ensure the highest quality of care for people with dementia and their carers.,,29,0,False,
PSA002555,Health,WHO recognizes dementia as a public health priority.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,WHO recognizes dementia as a public health priority.,,8,0,False,
PSA002556,Health,"In May 2017, the World Health Assembly endorsed the Global action plan on the public health response to dementia 2017-2025, extended to 2031.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"In May 2017, the World Health Assembly endorsed the Global action plan on the public health response to dementia 2017-2025, extended to 2031.",,20,0,False,
PSA002557,Health,"The Plan provides a comprehensive blueprint for action for policy-makers, international, regional and national partners, and WHO in the following areas: addressing dementia as a public health priority; increasing awareness of dementia and creating a dementia-inclusive society; reducing the risk of dementia; diagnosis, treatment and care; information systems for dementia; support for dementia carers; and research and innovation",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The Plan provides a comprehensive blueprint for action for policy-makers, international, regional and national partners, and WHO in the following areas: addressing dementia as a public health priority; increasing awareness of dementia and creating a dementia-inclusive society; reducing the risk of dementia; diagnosis, treatment and care; information systems for dementia; support for dementia carers; and research and innovation",,60,0,False,
PSA002558,Health,"To facilitate the monitoring of the global dementia action plan, WHO developed the Global Dementia Observatory (GDO), a data portal that collates country data on 35 key dementia indicators across the global action plan’s seven strategic areas.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"To facilitate the monitoring of the global dementia action plan, WHO developed the Global Dementia Observatory (GDO), a data portal that collates country data on 35 key dementia indicators across the global action plan's seven strategic areas.",,36,0,False,
PSA002559,Health,"As a complement to the GDO, WHO launched the GDO Knowledge Exchange Platform , which is a repository of good practices examples in the area of dementia with the goal of fostering mutual learning and multi-directional exchange between regions, countries and individuals to facilitate action globally.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dementia,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"As a complement to the GDO, WHO launched the GDO Knowledge Exchange Platform , which is a repository of good practices examples in the area of dementia with the goal of fostering mutual learning and multi-directional exchange between regions, countries and individuals to facilitate action globally.",,46,0,False,
PSA002560,Health,Dengue (break-bone fever) is a viral infection that is spread from mosquitoes to people.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Dengue (break-bone fever) is a viral infection that is spread from mosquitoes to people.,,15,0,False,
PSA002561,Health,It is more common in tropical and subtropical than in temperate climates.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,It is more common in tropical and subtropical than in temperate climates.,,12,0,False,
PSA002562,Health,Most people who get dengue do not have symptoms.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Most people who get dengue do not have symptoms.,,9,0,False,
PSA002563,Health,"For those who do, the most common symptoms are high fever, headache, body aches, nausea and rash.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"For those who do, the most common symptoms are high fever, headache, body aches, nausea and rash.",,17,0,False,
PSA002564,Health,Most get better in 1–2 weeks.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Most get better in 1-2 weeks.,,5,0,False,
PSA002565,Health,Some develop severe dengue and need care in a hospital.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Some develop severe dengue and need care in a hospital.,,10,0,False,
PSA002566,Health,"In severe cases, dengue can be fatal.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"In severe cases, dengue can be fatal.",,7,0,False,
PSA002567,Health,"You can lower your risk of dengue by avoiding mosquito bites, especially during the day.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"You can lower your risk of dengue by avoiding mosquito bites, especially during the day.",,15,0,False,
PSA002568,Health,Dengue is treated through pain management as there is no specific treatment currently.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Dengue is treated through pain management as there is no specific treatment currently.,,13,0,False,
PSA002569,Health,Most people with dengue have mild or no symptoms and will get better in 1–2 weeks.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Most people with dengue have mild or no symptoms and will get better in 1-2 weeks.,,15,0,False,
PSA002570,Health,"Rarely, dengue can be severe and lead to death.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Rarely, dengue can be severe and lead to death.",,9,0,False,
PSA002571,Health,"If symptoms occur, they usually begin 4–10 days after infection and last for 2–7 days.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"If symptoms occur, they usually begin 4-10 days after infection and last for 2-7 days.",,13,0,False,
PSA002572,Health,Individuals who are infected for the second time are at greater risk of severe dengue.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Individuals who are infected for the second time are at greater risk of severe dengue.,,15,0,False,
PSA002573,Health,People with these severe symptoms should seek care immediately.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,People with these severe symptoms should seek care immediately.,,9,0,False,
PSA002574,Health,"After recovery, people who have had dengue may experience fatigue for several weeks.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"After recovery, people who have had dengue may experience fatigue for several weeks.",,13,0,False,
PSA002575,Health,"Laboratory-based and point of care diagnostics are critical to control and manage dengue, yet global disparities in laboratory capabilities present significant challenges.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Laboratory-based and point of care diagnostics are critical to control and manage dengue, yet global disparities in laboratory capabilities present significant challenges.",,23,0,False,
PSA002576,Health,"The diagnostic algorithms, testing strategies and test methodologies employed vary, depending on the capabilities of national laboratory systems.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The diagnostic algorithms, testing strategies and test methodologies employed vary, depending on the capabilities of national laboratory systems.",,18,0,False,
PSA002577,Health,"The wide range of available tests – including nucleic acid amplification tests (NAATs), enzyme-linked immunosorbent assays (ELISAs) and rapid diagnostic tests (RDTs) – vary significantly in quality and performance.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The wide range of available tests - including nucleic acid amplification tests (NAATs), enzyme-linked immunosorbent assays (ELISAs) and rapid diagnostic tests (RDTs) - vary significantly in quality and performance.",,28,0,False,
PSA002578,Health,"Laboratory testing for arboviruses can be accomplished through either direct detection methods such as virus isolation, molecular detection of nucleic acid or antigen testing, including rapid diagnostic tests (RDTs) within the first week of illness.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Laboratory testing for arboviruses can be accomplished through either direct detection methods such as virus isolation, molecular detection of nucleic acid or antigen testing, including rapid diagnostic tests (RDTs) within the first week of illness.",,35,0,False,
PSA002579,Health,"There is no specific treatment for dengue, although pain can be managed with medication such as paracetamol (acetaminophen).",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"There is no specific treatment for dengue, although pain can be managed with medication such as paracetamol (acetaminophen).",,18,0,False,
PSA002580,Health,Non-steroidal anti-inflammatory medicines such as ibuprofen and aspirin should be avoided as they can increase the risk of bleeding.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Non-steroidal anti-inflammatory medicines such as ibuprofen and aspirin should be avoided as they can increase the risk of bleeding.,,21,0,False,
PSA002581,Health,"For people with severe dengue, hospitalization is often necessary.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"For people with severe dengue, hospitalization is often necessary.",,9,0,False,
PSA002582,Health,"The incidence of dengue has grown dramatically worldwide in recent decades, with the number of cases reported to WHO increasing from 505 430 cases in 2000 to 14.6 million in 2024.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The incidence of dengue has grown dramatically worldwide in recent decades, with the number of cases reported to WHO increasing from 505 430 cases in 2000 to 14.6 million in 2024.",,26,0,False,
PSA002583,Health,"The vast majority of cases are asymptomatic or mild and self-managed, and hence the actual numbers of dengue cases are under-reported.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The vast majority of cases are asymptomatic or mild and self-managed, and hence the actual numbers of dengue cases are under-reported.",,23,0,False,
PSA002584,Health,The disease is now endemic in more than 100 countries.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,The disease is now endemic in more than 100 countries.,,9,0,False,
PSA002585,Health,"In 2024, more cases of dengue were recorded than ever before in a 12-month period, affecting over 100 countries on all continents.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"In 2024, more cases of dengue were recorded than ever before in a 12-month period, affecting over 100 countries on all continents.",,20,0,False,
PSA002586,Health,"During 2024, ongoing transmission, combined with an unexpected spike in dengue cases, resulted in a historic high of over 14.6 million cases and more than 12 000 dengue-related deaths reported.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"During 2024, ongoing transmission, combined with an unexpected spike in dengue cases, resulted in a historic high of over 14.6 million cases and more than 12 000 dengue-related deaths reported.",,27,0,False,
PSA002587,Health,"The Region of the Americas contributed a significant proportion of the global burden, with over 13 million cases reported to WHO.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The Region of the Americas contributed a significant proportion of the global burden, with over 13 million cases reported to WHO.",,20,0,False,
PSA002588,Health,"Several factors are associated with the increasing risk of spread of the dengue epidemic, including the changing distribution of the responsible vectors (chiefly Aedes aegypti and Aedes albopictus ), especially in previously dengue-naive countries; climate change leading to increasing temperatures, high rainfall and humidity; fragile and overburdened health systems; limitations in surveillance and reporting; and political and financial instabilities in countries facing complex humanitarian crises and high population movements.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Several factors are associated with the increasing risk of spread of the dengue epidemic, including the changing distribution of the responsible vectors (chiefly Aedes aegypti and Aedes albopictus ), especially in previously dengue-naive countries; climate change leading to increasing temperatures, high rainfall and humidity; fragile and overburdened health systems; limitations in surveillance and reporting; and political and financial instabilities in countries facing complex humanitarian crises and high population movements.",,69,0,False,
PSA002589,Health,"One modelling estimate indicates 390 million dengue virus infections per year, of which 96 million manifest clinically(1).",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"One modelling estimate indicates 390 million dengue virus infections per year, of which 96 million manifest clinically(1).",,15,0,False,
PSA002590,Health,A recent study on the prevalence of dengue estimates that 5.6 billion people are at risk of infection with dengue and other arboviruses(2).,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,A recent study on the prevalence of dengue estimates that 5.6 billion people are at risk of infection with dengue and other arboviruses(2).,,22,0,False,
PSA002591,Health,"Dengue is spreading to new areas, including the European and Eastern Mediterranean regions.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Dengue is spreading to new areas, including the European and Eastern Mediterranean regions.",,13,0,False,
PSA002592,Health,"In 2024, 308 cases were reported to WHO from three European countries (France, Italy and Spain) and an additional 1291 cases and four deaths were recorded in the French overseas territories of Mayotte and Réunion.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"In 2024, 308 cases were reported to WHO from three European countries (France, Italy and Spain) and an additional 1291 cases and four deaths were recorded in the French overseas territories of Mayotte and Réunion.",,32,0,False,
PSA002593,Health,"The dengue virus is transmitted to humans through the bites of infected female mosquitoes, primarily the Aedes aegypti mosquito.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The dengue virus is transmitted to humans through the bites of infected female mosquitoes, primarily the Aedes aegypti mosquito.",,19,0,False,
PSA002594,Health,"Other species within the Aedes genus can also act as vectors, but their contribution is normally secondary to Aedes aegypti .",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Other species within the Aedes genus can also act as vectors, but their contribution is normally secondary to Aedes aegypti .",,20,0,False,
PSA002595,Health,"After feeding on a DENV-infected person, the virus replicates in the mosquito midgut before disseminating to secondary tissues, including the salivary glands.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"After feeding on a DENV-infected person, the virus replicates in the mosquito midgut before disseminating to secondary tissues, including the salivary glands.",,23,0,False,
PSA002596,Health,The time it takes from ingesting the virus to actual transmission to a new host is termed the extrinsic incubation period (EIP).,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,The time it takes from ingesting the virus to actual transmission to a new host is termed the extrinsic incubation period (EIP).,,22,0,False,
PSA002597,Health,The EIP takes about 8–12 days when the ambient temperature is 25–28°C.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,The EIP takes about 8-12 days when the ambient temperature is 25-28°C.,,11,0,False,
PSA002598,Health,"Variations in the EIP are not only influenced by ambient temperature but also by several other factors – such as the magnitude of daily temperature fluctuations, the virus genotype, and the initial viral concentration – which can also alter the time it takes for a mosquito to transmit the virus.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Variations in the EIP are not only influenced by ambient temperature but also by several other factors - such as the magnitude of daily temperature fluctuations, the virus genotype, and the initial viral concentration - which can also alter the time it takes for a mosquito to transmit the virus.",,48,0,False,
PSA002599,Health,"Once infectious, a mosquito can transmit the virus for the rest of its life.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Once infectious, a mosquito can transmit the virus for the rest of its life.",,14,0,False,
PSA002600,Health,Mosquitoes can become infected by people who are viremic with DENV.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Mosquitoes can become infected by people who are viremic with DENV.,,11,0,False,
PSA002601,Health,"This can be someone who has a symptomatic dengue infection, someone who is yet to have a symptomatic infection (those who are pre-symptomatic), and also someone who shows no signs of illness (those who are asymptomatic).",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"This can be someone who has a symptomatic dengue infection, someone who is yet to have a symptomatic infection (those who are pre-symptomatic), and also someone who shows no signs of illness (those who are asymptomatic).",,37,0,False,
PSA002602,Health,"Human-to-mosquito transmission can occur up to 2 days before someone shows symptoms of the illness, and up to 2 days after the fever has resolved.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Human-to-mosquito transmission can occur up to 2 days before someone shows symptoms of the illness, and up to 2 days after the fever has resolved.",,25,0,False,
PSA002603,Health,"The risk of mosquito infection is positively associated with high viremia and high fever in the patient; conversely, high levels of DENV-specific antibodies are associated with a decreased risk of mosquito infection.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"The risk of mosquito infection is positively associated with high viremia and high fever in the patient; conversely, high levels of DENV-specific antibodies are associated with a decreased risk of mosquito infection.",,33,0,False,
PSA002604,Health,"Most people are viremic for about 4–5 days, but viremia can last as long as 12 days.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Most people are viremic for about 4-5 days, but viremia can last as long as 12 days.",,15,0,False,
PSA002605,Health,The primary mode of transmission of the DENV between humans involves mosquito vectors.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,The primary mode of transmission of the DENV between humans involves mosquito vectors.,,13,0,False,
PSA002606,Health,"There is evidence, however, of the possibility of maternal transmission (i.e. from a pregnant mother to her baby).",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"There is evidence, however, of the possibility of maternal transmission (i.e. from a pregnant mother to her baby).",,19,0,False,
PSA002607,Health,"At the same time, vertical transmission rates appear low, with the risk of vertical transmission seemingly linked to the timing of acquiring the dengue infection during pregnancy.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"At the same time, vertical transmission rates appear low, with the risk of vertical transmission seemingly linked to the timing of acquiring the dengue infection during pregnancy.",,27,0,False,
PSA002608,Health,"When a mother does have a dengue infection when she is pregnant, babies may suffer from pre-term birth, low birthweight and fetal distress.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"When a mother does have a dengue infection when she is pregnant, babies may suffer from pre-term birth, low birthweight and fetal distress.",,24,0,False,
PSA002609,Health,"Rare cases of transmission via blood products, organ donation and transfusions have been recorded.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Rare cases of transmission via blood products, organ donation and transfusions have been recorded.",,14,0,False,
PSA002610,Health,"Similarly, transovarial transmission of the virus within mosquitoes has also been recorded.",,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,"Similarly, transovarial transmission of the virus within mosquitoes has also been recorded.",,12,0,False,
PSA002611,Health,Previous infection with DENV increases the risk of an individual developing severe dengue.,,,WHO,2026-07-22,https://www.who.int/news-room/fact-sheets/detail/dengue-and-severe-dengue,"{""type"": ""scraped"", ""tool"": ""requests+bs4"", ""site"": ""who_fact_sheets""}",Pending,Previous infection with DENV increases the risk of an individual developing severe dengue.,,13,0,False,
